Country Name,Legislation and sources,度量名称,度量值,纬度(生成),经度(生成)
Grenada,"The Juvenile Justice Act 2012 was enacted in October 2012 and would make substantial amendments to Grenada's juvenile justice system, including by prohibiting life imprisonment for any offence committed while under the age of 18. However, at the time of writing, this Act had not come into force. Until the Juvenile Justice Act enters into force, the sentencing of children is largely governed by the Criminal Code. This profile sets out both sentencing regimes.
Criminal Code

The Criminal Code sets an absolute limit on the minimum age of criminal responsibility at seven, by providing that nothing is an offence which is done by a person under that age.[Criminal Code, Section 50(1)]
Juvenile Justice Act 2012

Under the Juvenile Justice Act 2012, a child under the age of 12 would be presumed capable of committing a criminal offence and children under the age of 12 could only be held criminally responsible where the State can demonstrate this responsibility beyond reasonable doubt. In deciding whether a child under the age of 12 can be held criminally responsible, the Director of Public Prosecutions, the prosecutor or the attorney representing the child could order the evaluation of the child by “a suitably qualified person to be conducted at the expense of the state”. Such an evaluation would have to include an assessment of “the cognitive, emotional, psychological and social development of the child”. [Juvenile Justice Act 2012]

The absolute limit on the minimum age of criminal responsibility at seven years would remain in force.[Criminal Code, Section 50(1)]",Minimum age of criminal responsibility,7,12.111,-61.6867
Greece,"Children between the ages of 8 and 13 cannot be held criminally liable for an offence, and can only be subject to educational or therapeutic measures for committing acts that would be criminal offences for an older person. Children aged 13 to 15 at the time of committing a criminal act may only be subject to reformatory or therapeutic measures, and a child aged 15 to 18 may be sentenced to penalties including deprivation of liberty. [Criminal Code, Articles 126 and 127]",记录数,1,39.787,21.617
Greece,"Children between the ages of 8 and 13 cannot be held criminally liable for an offence, and can only be subject to educational or therapeutic measures for committing acts that would be criminal offences for an older person. Children aged 13 to 15 at the time of committing a criminal act may only be subject to reformatory or therapeutic measures, and a child aged 15 to 18 may be sentenced to penalties including deprivation of liberty. [Criminal Code, Articles 126 and 127]",Minimum age of criminal responsibility,13,39.787,21.617
Ghana,"A child under the age of 12 years is considered incapable of committing a criminal offence.[ Criminal Code, Section 26]",记录数,1,7.258,-1.062
Ghana,"A child under the age of 12 years is considered incapable of committing a criminal offence.[ Criminal Code, Section 26]",Minimum age of criminal responsibility,12,7.258,-1.062
Germany,"No one who was younger than 14 at the time an alleged offence was committed can be held criminally responsible. [Criminal Code, Section 19] Children aged 14 to 18 can be criminally liable where at the time of the offence, he or she was mature enough to see the injustice of the act and to act upon this knowledge. [Jugendgerichtsgesetz (Juvenile Courts Act), Sections 1 and 3]",记录数,1,51.3819,9.9877
Germany,"No one who was younger than 14 at the time an alleged offence was committed can be held criminally responsible. [Criminal Code, Section 19] Children aged 14 to 18 can be criminally liable where at the time of the offence, he or she was mature enough to see the injustice of the act and to act upon this knowledge. [Jugendgerichtsgesetz (Juvenile Courts Act), Sections 1 and 3]",Minimum age of criminal responsibility,14,51.3819,9.9877
Georgia,"No person under the age of 14 at the time an alleged offence was committed can be held criminally responsible. The State lowered the minimum age to 12 in 2008, but has since reinstated it at 14.[Criminal Code, Article 80(1)]",记录数,1,42.05,43.576
Georgia,"No person under the age of 14 at the time an alleged offence was committed can be held criminally responsible. The State lowered the minimum age to 12 in 2008, but has since reinstated it at 14.[Criminal Code, Article 80(1)]",Minimum age of criminal responsibility,14,42.05,43.576
Gambia,"The minimum age of criminal responsibility is 12.[Children's Act 2005, Section 209.]",记录数,1,13.499,-14.641
Gambia,"The minimum age of criminal responsibility is 12.[Children's Act 2005, Section 209.]",Minimum age of criminal responsibility,12,13.499,-14.641
Gabon,"Children can be held criminally responsible from the age of 13. [Code Penal, Loi No. 21/63 du 31 mai 1963, Article 57]",记录数,1,-0.406,11.914
Gabon,"Children can be held criminally responsible from the age of 13. [Code Penal, Loi No. 21/63 du 31 mai 1963, Article 57]",Minimum age of criminal responsibility,13,-0.406,11.914
France,"Persons under the age of 18 “able to understand what they are doing” are criminally responsible for the felonies, misdemeanours or petty offences of which they have been found guilty, and may be subject to measures of protection, assistance, supervision and education according to the conditions laid down by specific legislation. There is no absolute minimum age set at which children become able to be held criminally responsible, but a child will usually be considered to have “discernment” between the ages of 8 and 10.

Children aged 13 to 18 years can be criminally sentenced, including to prison terms and children aged 16 to 18 can in certain circumstances be subjected to adult sentences. [Criminal Code, Article 122-8; Ministry of Foreign and European Affairs, “Juvenile Justice in France” May 2008]",记录数,1,46.656,2.543
France,"Persons under the age of 18 “able to understand what they are doing” are criminally responsible for the felonies, misdemeanours or petty offences of which they have been found guilty, and may be subject to measures of protection, assistance, supervision and education according to the conditions laid down by specific legislation. There is no absolute minimum age set at which children become able to be held criminally responsible, but a child will usually be considered to have “discernment” between the ages of 8 and 10.

Children aged 13 to 18 years can be criminally sentenced, including to prison terms and children aged 16 to 18 can in certain circumstances be subjected to adult sentences. [Criminal Code, Article 122-8; Ministry of Foreign and European Affairs, “Juvenile Justice in France” May 2008]",Minimum age of criminal responsibility,13,46.656,2.543
Finland,"Children under 15 years cannot be held criminally liable for any offence. Measures that can be applied to children under 15 are contained within the Child Welfare Act. The courts have the power to waive punishment of an offence committed by a person under 18 years of age, where “the act is deemed to be the result of his/her thoughtlessness or imprudence rather than his/her being heedless of the prohibitions and commands of the law” [Penal Code, Ch. 3, Section 4(1); Ch. 6, Section 12]",记录数,1,62.716,26.192
Finland,"Children under 15 years cannot be held criminally liable for any offence. Measures that can be applied to children under 15 are contained within the Child Welfare Act. The courts have the power to waive punishment of an offence committed by a person under 18 years of age, where “the act is deemed to be the result of his/her thoughtlessness or imprudence rather than his/her being heedless of the prohibitions and commands of the law” [Penal Code, Ch. 3, Section 4(1); Ch. 6, Section 12]",Minimum age of criminal responsibility,15,62.716,26.192
Fiji,"No one can be held criminally responsible for any act or omission committed while under the age of 10. Children older than 10 but younger than 14 at the time of allegedly committing an offence can only be held criminally responsible if he or she knew that the conduct was wrong” In establishing whether the child knew the conduct to be wrong, the burden of proof is on the prosecution. A male person under the age of 12 is presumed incapable of having carnal knowledge, a provision which prevents the prosecution of younger boys for certain sexual offences. [Crimes Decree 2009, Sections 26 and 27]",记录数,1,-17.7941,177.9783
Fiji,"No one can be held criminally responsible for any act or omission committed while under the age of 10. Children older than 10 but younger than 14 at the time of allegedly committing an offence can only be held criminally responsible if he or she knew that the conduct was wrong” In establishing whether the child knew the conduct to be wrong, the burden of proof is on the prosecution. A male person under the age of 12 is presumed incapable of having carnal knowledge, a provision which prevents the prosecution of younger boys for certain sexual offences. [Crimes Decree 2009, Sections 26 and 27]",Minimum age of criminal responsibility,10,-17.7941,177.9783
Ethiopia,"No person under the age of nine can be held criminally responsible.[Penal Code, Article 52.]",记录数,1,8.435,38.786
Ethiopia,"No person under the age of nine can be held criminally responsible.[Penal Code, Article 52.]",Minimum age of criminal responsibility,9,8.435,38.786
Estonia,"A child under the age of 14 at the time he or she allegedly committed a criminal act cannot be held criminally responsible. However, children aged seven or older who commit unlawful acts may be subject to sanctions under the Juvenile Sanctions Act, including committal to a “young offenders' institution”. [Criminal Code, Section 33; Juvenile Sanctions Act 1998, Sections 2 and 3(9)]",记录数,1,58.777,25.977
Estonia,"A child under the age of 14 at the time he or she allegedly committed a criminal act cannot be held criminally responsible. However, children aged seven or older who commit unlawful acts may be subject to sanctions under the Juvenile Sanctions Act, including committal to a “young offenders' institution”. [Criminal Code, Section 33; Juvenile Sanctions Act 1998, Sections 2 and 3(9)]",Minimum age of criminal responsibility,14,58.777,25.977
Eritrea,"Children under the age of 12 cannot be held criminally responsible for their actions.[ Transitional Penal Code, Article 52. Also see, Combined second and third periodic report of Eritrea to the UN Committee on the Rights of the Child, CRC/C/ERI/3, 23 October 2007, para. 335.]",记录数,1,15.982,38.02
Eritrea,"Children under the age of 12 cannot be held criminally responsible for their actions.[ Transitional Penal Code, Article 52. Also see, Combined second and third periodic report of Eritrea to the UN Committee on the Rights of the Child, CRC/C/ERI/3, 23 October 2007, para. 335.]",Minimum age of criminal responsibility,12,15.982,38.02
Equatorial Guinea,"Insufficient information was available on Equatorial Guinea to verify the minimum age of criminal responsibility. The State has reported to the UN Committee on the Rights of the Child that the minimum age of criminal responsibility was 16 years, but CRIN has not been able to verify this information. [CRC/C/SR.990, 31 janvier 2005, para. 18]",记录数,1,1.6342,10.4695
Equatorial Guinea,"Insufficient information was available on Equatorial Guinea to verify the minimum age of criminal responsibility. The State has reported to the UN Committee on the Rights of the Child that the minimum age of criminal responsibility was 16 years, but CRIN has not been able to verify this information. [CRC/C/SR.990, 31 janvier 2005, para. 18]",Minimum age of criminal responsibility,16,1.6342,10.4695
El Salvador,"The Penal Code asserts that 18 is the minimum age of criminal responsibility, though children can be subject to penalties including deprivation of liberty from the age of 12. [Juvenile Penal Law, Article 2]",记录数,1,13.848,-89.229
El Salvador,"The Penal Code asserts that 18 is the minimum age of criminal responsibility, though children can be subject to penalties including deprivation of liberty from the age of 12. [Juvenile Penal Law, Article 2]",Minimum age of criminal responsibility,12,13.848,-89.229
Egypt,"No child under the age of 12 can be held “criminally responsible” as defined in national legislation, but the Child Court is empowered to order children to be “reproached”; delivered to parents guardians or custodians; placed in a specialised hospital; or placed in a social care institution from the age of seven if the child has committed a felony or misdemeanour. [Child Law, Article 94]",记录数,1,26.16,28.742
Egypt,"No child under the age of 12 can be held “criminally responsible” as defined in national legislation, but the Child Court is empowered to order children to be “reproached”; delivered to parents guardians or custodians; placed in a specialised hospital; or placed in a social care institution from the age of seven if the child has committed a felony or misdemeanour. [Child Law, Article 94]",Minimum age of criminal responsibility,7,26.16,28.742
Ecuador,"The Penal Code asserts that the minimum age of criminal responsibility is 18 [Penal Code, Article 40], though children can be subject to penalties including deprivation of liberty from the age of 12. [Childhood and Adolescence Code, Article 305]",记录数,1,-1.151,-78.308
Ecuador,"The Penal Code asserts that the minimum age of criminal responsibility is 18 [Penal Code, Article 40], though children can be subject to penalties including deprivation of liberty from the age of 12. [Childhood and Adolescence Code, Article 305]",Minimum age of criminal responsibility,12,-1.151,-78.308
Dominican Republic,"Dominican legislation asserts that people can be held criminally responsible from the age of 18, but children can be subject to penalties including deprivation of liberty from the age of 13. Different rules and sentences are set for children under and over the age of 15. [Law 126/03, the Code for the System of Protection and Fundamental Rights of Children and Adolescents, Article 223]",记录数,1,19.01,-70.1685
Dominican Republic,"Dominican legislation asserts that people can be held criminally responsible from the age of 18, but children can be subject to penalties including deprivation of liberty from the age of 13. Different rules and sentences are set for children under and over the age of 15. [Law 126/03, the Code for the System of Protection and Fundamental Rights of Children and Adolescents, Article 223]",Minimum age of criminal responsibility,13,19.01,-70.1685
Dominica,"No person can be held criminally responsible for an offence committed while under the age of 12. [Children and Young Persons Act, Section 3]",记录数,1,15.4238,-61.3411
Dominica,"No person can be held criminally responsible for an offence committed while under the age of 12. [Children and Young Persons Act, Section 3]",Minimum age of criminal responsibility,12,15.4238,-61.3411
Djibouti,"Children under the age of 13 can only be subject to “protective measures, support, supervision and education” for committing an offence. Children aged 13 or older are sentenced under the Penal Code. [Penal Code, Article 32.]",记录数,1,11.41,42.165
Djibouti,"Children under the age of 13 can only be subject to “protective measures, support, supervision and education” for committing an offence. Children aged 13 or older are sentenced under the Penal Code. [Penal Code, Article 32.]",Minimum age of criminal responsibility,13,11.41,42.165
Denmark,"No one can be held criminally responsible for an action committed while under the age of 15. This age was lowered to to 14 in July 2010, but subsequently raised to 15 in March 2012. [Criminal Code, Section 15. Please note, the Code has been amended since this translation was produced. UPR Submission of the National Council for Children.]",记录数,1,56.113,9.096
Denmark,"No one can be held criminally responsible for an action committed while under the age of 15. This age was lowered to to 14 in July 2010, but subsequently raised to 15 in March 2012. [Criminal Code, Section 15. Please note, the Code has been amended since this translation was produced. UPR Submission of the National Council for Children.]",Minimum age of criminal responsibility,14,56.113,9.096
Czech Republic,"No person who was under the age of 15 at the time he or she is alleged to have committed an offence can be held criminally liable. [Criminal Code, Provision 11]",记录数,1,49.848,15.2812
Czech Republic,"No person who was under the age of 15 at the time he or she is alleged to have committed an offence can be held criminally liable. [Criminal Code, Provision 11]",Minimum age of criminal responsibility,15,49.848,15.2812
Cyprus,"Children under the age of 14 cannot be held criminally responsible. [Criminal Code (Amendment) Law No. 1 8(I)/2006. As per UN Committee on the Rights of the Child, Concluding Observations on Cyprus' combined third and fourth reports]",记录数,1,34.894,32.928
Cyprus,"Children under the age of 14 cannot be held criminally responsible. [Criminal Code (Amendment) Law No. 1 8(I)/2006. As per UN Committee on the Rights of the Child, Concluding Observations on Cyprus' combined third and fourth reports]",Minimum age of criminal responsibility,14,34.894,32.928
Cuba,"Under the Cuban Penal Code, only people over the age of 16 can be held criminally liable [Penal Code, Article 16], however there is no minimum age at which children can be subject to penalties, including deprivation of liberty in re-education centres [See Cipriani, D. Children's Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Ashgate 2009, at p. 195, fn. 30]. In effect, 16 is the age of criminal majority: the point at which children can be sentenced to adult penalties.",记录数,1,20.571,-76.456
Cuba,"Under the Cuban Penal Code, only people over the age of 16 can be held criminally liable [Penal Code, Article 16], however there is no minimum age at which children can be subject to penalties, including deprivation of liberty in re-education centres [See Cipriani, D. Children's Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Ashgate 2009, at p. 195, fn. 30]. In effect, 16 is the age of criminal majority: the point at which children can be sentenced to adult penalties.",Minimum age of criminal responsibility,0,20.571,-76.456
Croatia,"No person can be tried for an offence committed while under the age of 14, and any case involving a person under that age must be dealt with by the Centre for Social Welfare. [Juvenile Courts Act, Article 44; Criminal Code, Article 10]",记录数,1,45.754,16.385
Croatia,"No person can be tried for an offence committed while under the age of 14, and any case involving a person under that age must be dealt with by the Centre for Social Welfare. [Juvenile Courts Act, Article 44; Criminal Code, Article 10]",Minimum age of criminal responsibility,14,45.754,16.385
Cote d'Ivoire,"Children under the age of 10 cannot be held criminally responsible.[Loi No. 60-366 du 14 novembre 1960 portant code de procédure pénale, Article 116]",记录数,1,7.497,-5.336
Cote d'Ivoire,"Children under the age of 10 cannot be held criminally responsible.[Loi No. 60-366 du 14 novembre 1960 portant code de procédure pénale, Article 116]",Minimum age of criminal responsibility,10,7.497,-5.336
Costa Rica,"The Penal Code describes 18 as the minimum age of criminal responsibility [Penal Code, Article 17], though children can be subject to penalties including deprivation of liberty from the age of 12 under the juvenile justice system.[ Juvenile Penal Justice Law, Articles 1 and 6]",记录数,1,10.126,-84.075
Costa Rica,"The Penal Code describes 18 as the minimum age of criminal responsibility [Penal Code, Article 17], though children can be subject to penalties including deprivation of liberty from the age of 12 under the juvenile justice system.[ Juvenile Penal Justice Law, Articles 1 and 6]",Minimum age of criminal responsibility,12,10.126,-84.075
Congo [Republic],"Children under the age of 13 are presumed to be incapable of infringing the criminal law. [Loi No. 4-2010 du 14 juin 2010 portant protection de l'enfant en République du Congo, Article 73. See also Criminal Procedure Code, Article 686.]",记录数,1,0.509,16.08
Congo [Republic],"Children under the age of 13 are presumed to be incapable of infringing the criminal law. [Loi No. 4-2010 du 14 juin 2010 portant protection de l'enfant en République du Congo, Article 73. See also Criminal Procedure Code, Article 686.]",Minimum age of criminal responsibility,13,0.509,16.08
Congo [DRC],"Under the Law on the Protection of the child, children's courts cannot hold children criminally responsible for an offence committed while under the age of 14.[ Loi No. 09/001 du 10 janvier 2009 portant protection de l'enfant, Article 95.] During the States review before the UN Committee of the Rights of the Child, however, the Committee expressed concern that children under the age of 14 were being charged with criminal offences because of the State's failure to implement this legislation.[ UN Committee on the Rights of the Child, Concluding observations on the second periodic report of the Democratic Republic of the Congo, CRC/C/COD/CO/2, 10 February 2009, para. 90.]",记录数,1,-1.418,23.607
Congo [DRC],"Under the Law on the Protection of the child, children's courts cannot hold children criminally responsible for an offence committed while under the age of 14.[ Loi No. 09/001 du 10 janvier 2009 portant protection de l'enfant, Article 95.] During the States review before the UN Committee of the Rights of the Child, however, the Committee expressed concern that children under the age of 14 were being charged with criminal offences because of the State's failure to implement this legislation.[ UN Committee on the Rights of the Child, Concluding observations on the second periodic report of the Democratic Republic of the Congo, CRC/C/COD/CO/2, 10 February 2009, para. 90.]",Minimum age of criminal responsibility,14,-1.418,23.607
Comoros,"The minimum age of criminal responsibility in Comoros is complicated by the overlapping of the Penal Code and Sharia law. Under the Penal Code, no child under the age of 13 can be held criminally responsible, but under Sharia law, legal majority is achieved for boys when they reach physical maturity (14 to 15).[ See Cipriani, Children's Rights and the Minimum Age of Criminal Responsibility, Ashgate, 2009, p. 194-5]",记录数,1,-11.6527,43.3307
Comoros,"The minimum age of criminal responsibility in Comoros is complicated by the overlapping of the Penal Code and Sharia law. Under the Penal Code, no child under the age of 13 can be held criminally responsible, but under Sharia law, legal majority is achieved for boys when they reach physical maturity (14 to 15).[ See Cipriani, Children's Rights and the Minimum Age of Criminal Responsibility, Ashgate, 2009, p. 194-5]",Minimum age of criminal responsibility,13,-11.6527,43.3307
Colombia,"Children can be held criminally responsible from the age of 14, but are subject to the Juvenile Penal Responsibility System, under which they do not establish a criminal record. [Childhood and Adolescence Code, Articles 139 and 159]",记录数,1,3.794,-73.606
Colombia,"Children can be held criminally responsible from the age of 14, but are subject to the Juvenile Penal Responsibility System, under which they do not establish a criminal record. [Childhood and Adolescence Code, Articles 139 and 159]",Minimum age of criminal responsibility,14,3.794,-73.606
China," Mainland China

Generally, people can be held criminally responsible from the age of 16, but children can be held criminally responsible for intentional homicide, intentionally hurting another person so as to cause serious injury of death, rape, robbery, drug-trafficking, arson, explosion or poisoning from the age of 14. [Criminal Law of the People's republic of China, Article 17]

Hong Kong Special Autonomous Region

No one may be held criminally responsible for an action carried out while under the age of 10. [Juvenile Offenders Ordinance, Section 3]

Macau Special Autonomous Region

Under the Penal Code, persons under the age of 16 are “exempt from punishment” [Penal Code, Article 18]. However the minimum age of criminal responsibility is effective set at 12 by Law No. 2/2007, which sets out the scheme of “child protection education of young offenders”. [See Law No. 2/2007, Article 1. Available in Portuguese at: http://bo.io.gov.mo/bo/i/2007/16/lei02.asp]",记录数,1,35.209,99.3839
China," Mainland China

Generally, people can be held criminally responsible from the age of 16, but children can be held criminally responsible for intentional homicide, intentionally hurting another person so as to cause serious injury of death, rape, robbery, drug-trafficking, arson, explosion or poisoning from the age of 14. [Criminal Law of the People's republic of China, Article 17]

Hong Kong Special Autonomous Region

No one may be held criminally responsible for an action carried out while under the age of 10. [Juvenile Offenders Ordinance, Section 3]

Macau Special Autonomous Region

Under the Penal Code, persons under the age of 16 are “exempt from punishment” [Penal Code, Article 18]. However the minimum age of criminal responsibility is effective set at 12 by Law No. 2/2007, which sets out the scheme of “child protection education of young offenders”. [See Law No. 2/2007, Article 1. Available in Portuguese at: http://bo.io.gov.mo/bo/i/2007/16/lei02.asp]",Minimum age of criminal responsibility,14,35.209,99.3839
Chile,"Chilean legislation describes the minimum age of criminal responsibility as 18, but child offenders can be subject to “socio-educative measures”, including deprivation of liberty, for criminal offences from the age of 14. [Law 20.084 on the responsibilities of adolescents for criminal conduct, Article 3]",记录数,1,-23.176,-69.201
Chile,"Chilean legislation describes the minimum age of criminal responsibility as 18, but child offenders can be subject to “socio-educative measures”, including deprivation of liberty, for criminal offences from the age of 14. [Law 20.084 on the responsibilities of adolescents for criminal conduct, Article 3]",Minimum age of criminal responsibility,14,-23.176,-69.201
Chad,"Children under the age of 13 cannot be convicted of any criminal offence. [Loi No 007/PR/99 Portant procédure de poursuites et jugement des infractions commises par les mineurs de treize (13) à moins de Dix huit (18) ans, Article 22.]",记录数,1,15.981,18.781
Chad,"Children under the age of 13 cannot be convicted of any criminal offence. [Loi No 007/PR/99 Portant procédure de poursuites et jugement des infractions commises par les mineurs de treize (13) à moins de Dix huit (18) ans, Article 22.]",Minimum age of criminal responsibility,13,15.981,18.781
Central African Republic,"A child under the age of 14 can only be subject to reform measures set out by a law specifically for younger children. [Loi No. 10.001 portant code penal Centrafricain, Article 9.]",记录数,1,7.043,21.424
Central African Republic,"A child under the age of 14 can only be subject to reform measures set out by a law specifically for younger children. [Loi No. 10.001 portant code penal Centrafricain, Article 9.]",Minimum age of criminal responsibility,14,7.043,21.424
Canada,"No person can be convicted of an offence in respect of an act or omission committed while under under the age of 12. [Criminal Code, Section 13]",记录数,1,59.2067,-111.1937
Canada,"No person can be convicted of an offence in respect of an act or omission committed while under under the age of 12. [Criminal Code, Section 13]",Minimum age of criminal responsibility,12,59.2067,-111.1937
Cameroon,"Children younger than 10 years old cannot be held criminally responsible. The relevant age is that at which the alleged offence was committed. [Code Pénal, Art. 80(1)]",记录数,1,4.4,12.131
Cameroon,"Children younger than 10 years old cannot be held criminally responsible. The relevant age is that at which the alleged offence was committed. [Code Pénal, Art. 80(1)]",Minimum age of criminal responsibility,10,4.4,12.131
Cambodia,"Children as young as 14 can be convicted of a criminal offence “if the circumstances of the offence or the personality of the minor justify doing so.” However; children younger than 14 can be subjected to measures of “surveillance, education, protection and assistance”. [Criminal Code, article 39]",记录数,1,12.69,104.444
Cambodia,"Children as young as 14 can be convicted of a criminal offence “if the circumstances of the offence or the personality of the minor justify doing so.” However; children younger than 14 can be subjected to measures of “surveillance, education, protection and assistance”. [Criminal Code, article 39]",Minimum age of criminal responsibility,14,12.69,104.444
Cabo Verde,"Persons under the age of 16 cannot be held criminally responsible. [Criminal Code, Article 17]",记录数,1,15.416,-23.36
Cabo Verde,"Persons under the age of 16 cannot be held criminally responsible. [Criminal Code, Article 17]",Minimum age of criminal responsibility,16,15.416,-23.36
Burundi,"No one can be held criminally responsible for an offence committed while under the age of 15 [Code Penal du Burundi, Loi No. 1/5 du 22 Avril 2009 portant revision du code penal, Article 28.]",记录数,1,-3.333,29.749
Burundi,"No one can be held criminally responsible for an offence committed while under the age of 15 [Code Penal du Burundi, Loi No. 1/5 du 22 Avril 2009 portant revision du code penal, Article 28.]",Minimum age of criminal responsibility,15,-3.333,29.749
Burkina Faso,"No person can be held criminally responsible if they were under the age of 13 at the time of the alleged criminal offence. A child older than 13 but younger than 18 cannot be subject to educational and safety measures if he or she acted without discernment [Code Pénal, Sections 74(1) and (2)].",记录数,1,12.673,-1.226
Burkina Faso,"No person can be held criminally responsible if they were under the age of 13 at the time of the alleged criminal offence. A child older than 13 but younger than 18 cannot be subject to educational and safety measures if he or she acted without discernment [Code Pénal, Sections 74(1) and (2)].",Minimum age of criminal responsibility,13,12.673,-1.226
Bulgaria,"Persons under the age of 14 cannot be held criminally responsible, though they may be subject to educational measures where they have committed socially dangerous acts. A person aged 14 to 18 can only be held criminally liable if he or she was able to understand the nature and meaning of the act and manage their actions. [Criminal Code, Articles 31(2) and 32(1)-(2)]",记录数,1,42.625,24.521
Bulgaria,"Persons under the age of 14 cannot be held criminally responsible, though they may be subject to educational measures where they have committed socially dangerous acts. A person aged 14 to 18 can only be held criminally liable if he or she was able to understand the nature and meaning of the act and manage their actions. [Criminal Code, Articles 31(2) and 32(1)-(2)]",Minimum age of criminal responsibility,14,42.625,24.521
Brunei Darussalam,"The initial provisions of the Syariah Penal Code Order came into force on 1 May 2014. If fully implemented, the Code would drastically amend sentencing provisions for child offenders, including by introducing the death penalty, amputation, whipping and flogging for Syariah offences committed by children. At the time of writing, only provisions introducing imprisonment and fines for Syariah offences had come into force. The Sultan of Brunei announced in April 2014 that the remaining provisions will be gradually introduced over the next three years.[BBC, “Brunei introduces tough Islamic penal code” 30 April 2014.] 

To clarify potential changes to be brought into force under the new code, the reforms are dealt with separately below. CRIN's Inhuman Sentencing Campaign Report for Brunei Darussalam gives further information on the changes. [CRIN, Brunei Darussalam: Inhuman sentencing of children, 1 May 2014.]

No one can be held criminally responsible for an offence committed while under the age of 7.  Children older than 7 but younger than 12 can only be held criminally responsible where they have sufficient maturity of understanding to judge the nature and consequences of their actions at the time of the offence. [Penal Code]

The Syariah Penal Code

No child can be held criminally responsible where he or she is not mumaiyiz (able to differentiate the matter) [Syariah Penal Code, Section 12]. Children who are able to differentiate the matter but who have not reached puberty (are not baligh), cannot be sentenced to hadd or qisas punishments. [Syariah Penal Code, Section 13]",记录数,1,4.452,114.557
Brunei Darussalam,"The initial provisions of the Syariah Penal Code Order came into force on 1 May 2014. If fully implemented, the Code would drastically amend sentencing provisions for child offenders, including by introducing the death penalty, amputation, whipping and flogging for Syariah offences committed by children. At the time of writing, only provisions introducing imprisonment and fines for Syariah offences had come into force. The Sultan of Brunei announced in April 2014 that the remaining provisions will be gradually introduced over the next three years.[BBC, “Brunei introduces tough Islamic penal code” 30 April 2014.] 

To clarify potential changes to be brought into force under the new code, the reforms are dealt with separately below. CRIN's Inhuman Sentencing Campaign Report for Brunei Darussalam gives further information on the changes. [CRIN, Brunei Darussalam: Inhuman sentencing of children, 1 May 2014.]

No one can be held criminally responsible for an offence committed while under the age of 7.  Children older than 7 but younger than 12 can only be held criminally responsible where they have sufficient maturity of understanding to judge the nature and consequences of their actions at the time of the offence. [Penal Code]

The Syariah Penal Code

No child can be held criminally responsible where he or she is not mumaiyiz (able to differentiate the matter) [Syariah Penal Code, Section 12]. Children who are able to differentiate the matter but who have not reached puberty (are not baligh), cannot be sentenced to hadd or qisas punishments. [Syariah Penal Code, Section 13]",Minimum age of criminal responsibility,7,4.452,114.557
Brazil,"The minimum age of criminal responsibility is formally 18. If a person is under the age of 18, an alleged criminal offence is considered an infraction and the person would be subject to “socio-educative measures”. If over 12, the measures may include community service and partial or total institutionalisation in a socio-education facility. If under 12, the child can be placed in a foster home or with a family, among other measures including psychological accompaniment and mandatory attendance of classes, which can also be applied to children older than 12. [Child and Adolescent Code]

These measures have led some commentators to report that the minimum age of criminal responsibility is 12, as this is the point at which penalties indicative of criminal responsibility – most notably deprivation of liberty - can be applied.[ See Cipriani, Children's rights and the minimum age of criminal responsibility: A global perspective, Ashgate, 2009, pp. 94-97 and 192]",记录数,1,-11.694,-48.978
Brazil,"The minimum age of criminal responsibility is formally 18. If a person is under the age of 18, an alleged criminal offence is considered an infraction and the person would be subject to “socio-educative measures”. If over 12, the measures may include community service and partial or total institutionalisation in a socio-education facility. If under 12, the child can be placed in a foster home or with a family, among other measures including psychological accompaniment and mandatory attendance of classes, which can also be applied to children older than 12. [Child and Adolescent Code]

These measures have led some commentators to report that the minimum age of criminal responsibility is 12, as this is the point at which penalties indicative of criminal responsibility – most notably deprivation of liberty - can be applied.[ See Cipriani, Children's rights and the minimum age of criminal responsibility: A global perspective, Ashgate, 2009, pp. 94-97 and 192]",Minimum age of criminal responsibility,12,-11.694,-48.978
Botswana,"Children under the age of 14 are presumed incapable of committing a criminal offence unless it can be proved that at the time of committing the offence, “the child had capacity to know that he or she ought not to do so”[Children's Act 2009, Section 82(1)]. No one can be held criminally responsible for an act or omission carried out while under the age of 8. A person under the age of 12 is presumed incapable of having “carnal knowledge” which prevents the prosecution of younger children for certain sexual offences [Penal Code, Section 13].",记录数,1,-22.126,23.662
Botswana,"Children under the age of 14 are presumed incapable of committing a criminal offence unless it can be proved that at the time of committing the offence, “the child had capacity to know that he or she ought not to do so”[Children's Act 2009, Section 82(1)]. No one can be held criminally responsible for an act or omission carried out while under the age of 8. A person under the age of 12 is presumed incapable of having “carnal knowledge” which prevents the prosecution of younger children for certain sexual offences [Penal Code, Section 13].",Minimum age of criminal responsibility,8,-22.126,23.662
Bosnia and Herzegovina,"Persons under 14 years of age at the time an offence was committed cannot be held criminally liable. [Criminal Code, Article 8]",记录数,1,44.342,17.804
Bosnia and Herzegovina,"Persons under 14 years of age at the time an offence was committed cannot be held criminally liable. [Criminal Code, Article 8]",Minimum age of criminal responsibility,14,44.342,17.804
Bolivia,"People can be held criminally responsible from the age of 16 [Penal Code, Article 5], but can be subject to socio-educative measures from the age of 12, including those amounting to deprivation of liberty. [Childhood and Adolescence Code, Articles 222 and 223]",记录数,1,-16.71,-65.183
